web-scraper-order,web-scraper-start-url,Reg,Aircraft Type,Config,Delivered,Fleet Number,Age
"1519894904-7051","https://www.planespotters.net/airline/All-Nippon-Airways?p=4","JA840A","Boeing 787-8 Dreamliner","C42Y198","30. Jul 2015","null","2.7 Years"
"1519894909-7121","https://www.planespotters.net/airline/All-Nippon-Airways?p=2","JA601F","Boeing 767-381F(ER)","Cargo","07. Dec 2015
(28. Aug 2002)","null","15.6 Years"
"1519894911-7167","https://www.planespotters.net/airline/All-Nippon-Airways?p=1","JA111A","Airbus A321-211(WL)","C8Y186","27. Oct 2016","null","1.4 Years"
"1519894909-7152","https://www.planespotters.net/airline/All-Nippon-Airways?p=2","JA8342","Boeing 767-381","C10Y260","27. Apr 1995","null","22.9 Years"
"1519894909-7143","https://www.planespotters.net/airline/All-Nippon-Airways?p=2","JA621A","Boeing 767-381(ER)(WL)","C35Y167","17. Jan 2011","null","7.1 Years"
"1519894909-7118","https://www.planespotters.net/airline/All-Nippon-Airways?p=2","JA84AN","Boeing 737-881(WL)","C8Y158","12. Jan 2016","null","2.2 Years"
"1519894911-7161","https://www.planespotters.net/airline/All-Nippon-Airways?p=1","JA8947","Airbus A320-211","Y166","18. Jun 1997","null","20.9 Years"
"1519894911-7197","https://www.planespotters.net/airline/All-Nippon-Airways?p=1","JA63AN","Boeing 737-881(WL)","C8Y158","28. Oct 2010","null","7.4 Years"
"1519894911-7179","https://www.planespotters.net/airline/All-Nippon-Airways?p=1","JA03AN","Boeing 737-781(WL)","C8Y112","16. Feb 2006","null","12.1 Years"
"1519894909-7127","https://www.planespotters.net/airline/All-Nippon-Airways?p=2","JA605F","Boeing 767-316F(ER)(WL)","Cargo","29. Apr 2014","null","16.3 Years"
"1519894907-7057","https://www.planespotters.net/airline/All-Nippon-Airways?p=3","JA8568","Boeing 767-381","C10Y260","15. Sep 1993","null","24.5 Years"
"1519894904-7039","https://www.planespotters.net/airline/All-Nippon-Airways?p=4","JA822A","Boeing 787-8 Dreamliner","C46W21Y102","20. Aug 2013","null","4.6 Years"
"1519894901-6997","https://www.planespotters.net/airline/All-Nippon-Airways?p=5","JA887A","Boeing 787-9 Dreamliner","C40W14Y192","21. Nov 2016","null","1.3 Years"
"1519894904-7018","https://www.planespotters.net/airline/All-Nippon-Airways?p=4","JA801A","Boeing 787-8 Dreamliner","C42Y198","25. Sep 2011","null","6.5 Years"
"1519894904-7013","https://www.planespotters.net/airline/All-Nippon-Airways?p=4","JA789A","Boeing 777-381(ER)","F8C52W24Y166","30. Jun 2010","null","7.7 Years"
"1519894911-7203","https://www.planespotters.net/airline/All-Nippon-Airways?p=1","JA69AN","Boeing 737-881(WL)","C8Y158","30. Oct 2012","null","5.4 Years"
"1519894909-7122","https://www.planespotters.net/airline/All-Nippon-Airways?p=2","JA602F","Boeing 767-381F(ER)","Cargo","28. Nov 2005","null","12.3 Years"
