web-scraper-order,web-scraper-start-url,Reg,Aircraft Type,Config,Delivered,Fleet Number,Age
"1519893674-4184","https://www.planespotters.net/airline/Qatar-Airways?p=5","A7-BCJ","Boeing 787-8 Dreamliner","C22Y232","02. Apr 2014","null","4.1 Years"
"1519893680-4256","https://www.planespotters.net/airline/Qatar-Airways?p=3","A7-ALK","Airbus A350-941","C36Y247","22. Sep 2016","null","1.8 Years"
"1519893686-4369","https://www.planespotters.net/airline/Qatar-Airways?p=1","A7-AHC","Airbus A320-232","C12Y132","01. Feb 2010","null","8.2 Years"
"1519893677-4235","https://www.planespotters.net/airline/Qatar-Airways?p=4","A7-BEA","Boeing 777-3DZ(ER)","C24Y388","01. May 2013","null","4.9 Years"
"1519893680-4291","https://www.planespotters.net/airline/Qatar-Airways?p=3","A7-BBC","Boeing 777-2DZ(LR)","C42Y217","10. Nov 2009","null","8.4 Years"
"1519893680-4258","https://www.planespotters.net/airline/Qatar-Airways?p=3","A7-ALM","Airbus A350-941","C36Y247","20. Dec 2016","null","1.4 Years"
"1519893683-4341","https://www.planespotters.net/airline/Qatar-Airways?p=2","A7-ANB","Airbus A350-1041","","(On Order)","null",""
"1519893686-4371","https://www.planespotters.net/airline/Qatar-Airways?p=1","A7-AHE","Airbus A320-232","C12Y132","03. Nov 2010","null","7.4 Years"
"1519893677-4224","https://www.planespotters.net/airline/Qatar-Airways?p=4","A7-BAO","Boeing 777-3DZ(ER)","C42Y316","22. Dec 2008","null","9.2 Years"
"1519893683-4322","https://www.planespotters.net/airline/Qatar-Airways?p=2","A7-AFZ","Airbus A330-243F","Cargo","24. Apr 2013","null","4.9 Years"
"1519893683-4321","https://www.planespotters.net/airline/Qatar-Airways?p=2","A7-AFY","Airbus A330-243F","Cargo","16. Mar 2013","null","5.1 Years"
"1519893677-4236","https://www.planespotters.net/airline/Qatar-Airways?p=4","A7-BEB","Boeing 777-3DZ(ER)","C24Y388","22. Jul 2014","null","3.7 Years"
"1519893686-4358","https://www.planespotters.net/airline/Qatar-Airways?p=1","A7-ADB","Airbus A320-232","C12Y132","14. Dec 2001","null","16.3 Years"
"1519893680-4294","https://www.planespotters.net/airline/Qatar-Airways?p=3","A7-BBF","Boeing 777-2DZ(LR)","C42Y217","28. Jan 2010","null","8.1 Years"
"1519893674-4180","https://www.planespotters.net/airline/Qatar-Airways?p=5","A7-BCF","Boeing 787-8 Dreamliner","C22Y232","11. Oct 2013","null","4.6 Years"
"1519893683-4347","https://www.planespotters.net/airline/Qatar-Airways?p=2","A7-ALB","Airbus A350-941","C36Y247","04. Mar 2015","null","3.1 Years"
"1519893680-4277","https://www.planespotters.net/airline/Qatar-Airways?p=3","A7-APA","Airbus A380-861","F8C48Y461","15. Sep 2014","null","4.6 Years"
"1519893674-4196","https://www.planespotters.net/airline/Qatar-Airways?p=5","A7-BCV","Boeing 787-8 Dreamliner","C22Y232","21. May 2015","null","2.9 Years"
"1519893683-4311","https://www.planespotters.net/airline/Qatar-Airways?p=2","A7-ACJ","Airbus A330-202","C24Y248","04. Aug 2006","null","11.7 Years"
"1519893686-4364","https://www.planespotters.net/airline/Qatar-Airways?p=1","A7-ADH","Airbus A320-232","C12Y132","01. Dec 2003","null","14.4 Years"
"1519893683-4337","https://www.planespotters.net/airline/Qatar-Airways?p=2","A7-AGB","Airbus A340-642","C24Y348","29. Sep 2006","null","12.3 Years"
"1519893686-4368","https://www.planespotters.net/airline/Qatar-Airways?p=1","A7-AHB","Airbus A320-232","C12Y132","11. Dec 2009","null","8.3 Years"
"1519893680-4296","https://www.planespotters.net/airline/Qatar-Airways?p=3","A7-BBH","Boeing 777-2DZ(LR)","C42Y217","04. Aug 2010","null","7.6 Years"
"1519893680-4263","https://www.planespotters.net/airline/Qatar-Airways?p=3","A7-ALR","Airbus A350-941","C36Y247","18. Dec 2017","null","0.5 Years"
"1519893680-4301","https://www.planespotters.net/airline/Qatar-Airways?p=3","A7-BFD","Boeing 777-FDZ","Cargo","31. Mar 2012","null","5.9 Years"
"1519893686-4365","https://www.planespotters.net/airline/Qatar-Airways?p=1","A7-ADI","Airbus A320-232","C12Y132","03. Mar 2004","null","14.1 Years"
"1519893686-4388","https://www.planespotters.net/airline/Qatar-Airways?p=1","A7-LAA","Airbus A320-214(WL)","C12Y153","22. Apr 2015","null","3.3 Years"
"1519893680-4293","https://www.planespotters.net/airline/Qatar-Airways?p=3","A7-BBE","Boeing 777-2DZ(LR)","C42Y217","22. Dec 2009","null","8.2 Years"
"1519893683-4331","https://www.planespotters.net/airline/Qatar-Airways?p=2","A7-AEI","Airbus A330-302","C30Y275","07. Feb 2007","null","11.2 Years"
"1519893674-4187","https://www.planespotters.net/airline/Qatar-Airways?p=5","A7-BCM","Boeing 787-8 Dreamliner","C22Y232","30. Apr 2014","null","4.0 Years"
"1519893683-4338","https://www.planespotters.net/airline/Qatar-Airways?p=2","A7-AGC","Airbus A340-642","C24Y348","20. Nov 2006","null","11.4 Years"
"1519893674-4199","https://www.planespotters.net/airline/Qatar-Airways?p=5","A7-BCY","Boeing 787-8 Dreamliner","C22Y232","02. Nov 2015","null","2.4 Years"
"1519893674-4192","https://www.planespotters.net/airline/Qatar-Airways?p=5","A7-BCR","Boeing 787-8 Dreamliner","C22Y232","26. Nov 2014","null","3.4 Years"
"1519893677-4210","https://www.planespotters.net/airline/Qatar-Airways?p=4","A7-BFM","Boeing 777-FDZ","Cargo","29. Sep 2017","null","0.5 Years"
"1519893683-4317","https://www.planespotters.net/airline/Qatar-Airways?p=2","A7-AFH","Airbus A330-243F","Cargo","13. Feb 2015","null","3.1 Years"
"1519893680-4284","https://www.planespotters.net/airline/Qatar-Airways?p=3","A7-APH","Airbus A380-861","F8C48Y461","05. May 2017","null","1.2 Years"
"1519893677-4223","https://www.planespotters.net/airline/Qatar-Airways?p=4","A7-BAN","Boeing 777-3DZ(ER)","C42Y316","01. Apr 2011","null","7.0 Years"
"1519893686-4391","https://www.planespotters.net/airline/Qatar-Airways?p=1","A7-LAD","Airbus A320-214(WL)","C12Y153","22. Apr 2015","null","3.0 Years"
"1519893686-4399","https://www.planespotters.net/airline/Qatar-Airways?p=1","A7-AIA","Airbus A321-231","C12Y170","08. Feb 2010","null","8.1 Years"
"1519893674-4175","https://www.planespotters.net/airline/Qatar-Airways?p=5","A7-BCA","Boeing 787-8 Dreamliner","C22Y232","21. Nov 2012","null","5.4 Years"
"1519893674-4200","https://www.planespotters.net/airline/Qatar-Airways?p=5","A7-BCZ","Boeing 787-8 Dreamliner","C22Y232","01. Feb 2016","null","2.2 Years"
"1519893677-4237","https://www.planespotters.net/airline/Qatar-Airways?p=4","A7-BEC","Boeing 777-3DZ(ER)","C24Y388","13. Aug 2014","null","3.6 Years"
"1519893674-4181","https://www.planespotters.net/airline/Qatar-Airways?p=5","A7-BCG","Boeing 787-8 Dreamliner","C22Y232","10. Aug 2013","null","4.6 Years"
"1519893680-4299","https://www.planespotters.net/airline/Qatar-Airways?p=3","A7-BFB","Boeing 777-FDZ","Cargo","09. Jun 2010","null","7.8 Years"
"1519893680-4288","https://www.planespotters.net/airline/Qatar-Airways?p=3","A7-BGB","Boeing 747-8F","Cargo","22. Sep 2017","null","1.1 Years"
"1519893683-4306","https://www.planespotters.net/airline/Qatar-Airways?p=2","A7-ACE","Airbus A330-202","C24Y248","05. Apr 2004","null","14.0 Years"
"1519893686-4390","https://www.planespotters.net/airline/Qatar-Airways?p=1","A7-LAC","Airbus A320-214(WL)","C12Y153","22. Apr 2015","null","3.0 Years"
"1519893677-4214","https://www.planespotters.net/airline/Qatar-Airways?p=4","A7-BAE","Boeing 777-3DZ(ER)","C42Y316","04. Mar 2009","null","9.0 Years"
"1519893677-4220","https://www.planespotters.net/airline/Qatar-Airways?p=4","A7-BAK","Boeing 777-3DZ(ER)","C42Y316","08. Apr 2010","null","7.9 Years"
"1519893686-4395","https://www.planespotters.net/airline/Qatar-Airways?p=1","A7-LAH","Airbus A320-214(WL)","","19. Nov 2015","null","2.4 Years"
"1519893680-4275","https://www.planespotters.net/airline/Qatar-Airways?p=3","A7-AMF","Airbus A350-941","","(On Order)","null",""
"1519893674-4179","https://www.planespotters.net/airline/Qatar-Airways?p=5","A7-BCE","Boeing 787-8 Dreamliner","C22Y232","25. Jul 2013","null","4.7 Years"
"1519893683-4354","https://www.planespotters.net/airline/Qatar-Airways?p=2","A7-ALI","Airbus A350-941","C36Y247","01. Jul 2016","null","2.0 Years"
"1519893677-4213","https://www.planespotters.net/airline/Qatar-Airways?p=4","A7-BAC","Boeing 777-3DZ(ER)","C42Y316","29. Aug 2008","null","9.6 Years"
"1519893686-4393","https://www.planespotters.net/airline/Qatar-Airways?p=1","A7-LAF","Airbus A320-214(WL)","","03. Jul 2015","null","2.7 Years"
"1519893683-4327","https://www.planespotters.net/airline/Qatar-Airways?p=2","A7-AEE","Airbus A330-302","C30Y275","23. Dec 2005","null","12.3 Years"
"1519893677-4231","https://www.planespotters.net/airline/Qatar-Airways?p=4","A7-BAW","Boeing 777-3DZ(ER)","C24Y388","29. Jan 2013","null","5.2 Years"
"1519893683-4346","https://www.planespotters.net/airline/Qatar-Airways?p=2","A7-ALA","Airbus A350-941","C36Y247","18. Dec 2014","null","3.4 Years"
"1519893686-4361","https://www.planespotters.net/airline/Qatar-Airways?p=1","A7-ADE","Airbus A320-232","C12Y132","31. Mar 2003","null","15.1 Years"
"1519893683-4350","https://www.planespotters.net/airline/Qatar-Airways?p=2","A7-ALE","Airbus A350-941","C36Y247","29. Oct 2015","null","2.6 Years"
"1519893680-4295","https://www.planespotters.net/airline/Qatar-Airways?p=3","A7-BBG","Boeing 777-2DZ(LR)","C42Y217","28. Jul 2010","null","7.6 Years"
"1519893674-4197","https://www.planespotters.net/airline/Qatar-Airways?p=5","A7-BCW","Boeing 787-8 Dreamliner","C22Y232","01. Sep 2015","null","2.6 Years"
"1519893677-4242","https://www.planespotters.net/airline/Qatar-Airways?p=4","A7-BEH","Boeing 777-3DZ(ER)","C42Y316","22. Mar 2016","null","2.1 Years"
"1519893680-4279","https://www.planespotters.net/airline/Qatar-Airways?p=3","A7-APC","Airbus A380-861","F8C48Y461","01. Dec 2014","null","4.1 Years"
"1519893680-4303","https://www.planespotters.net/airline/Qatar-Airways?p=3","A7-BFF","Boeing 777-FDZ","Cargo","29. Apr 2014","null","3.9 Years"
"1519893683-4313","https://www.planespotters.net/airline/Qatar-Airways?p=2","A7-ACL","Airbus A330-202","C24Y248","14. Mar 2007","null","11.1 Years"
"1519893683-4323","https://www.planespotters.net/airline/Qatar-Airways?p=2","A7-AEA","Airbus A330-302","C30Y265","25. Oct 2004","null","13.5 Years"
"1519893677-4250","https://www.planespotters.net/airline/Qatar-Airways?p=4","A7-BEP","Boeing 777-3DZ(ER)","","01. Dec 2017","null","0.3 Years"
"1519893677-4218","https://www.planespotters.net/airline/Qatar-Airways?p=4","A7-BAI","Boeing 777-3DZ(ER)","C42Y316","22. Oct 2008","null","9.5 Years"
"1519893674-4195","https://www.planespotters.net/airline/Qatar-Airways?p=5","A7-BCU","Boeing 787-8 Dreamliner","C22Y232","07. Apr 2015","null","3.0 Years"
"1519893686-4387","https://www.planespotters.net/airline/Qatar-Airways?p=1","A7-AHY","Airbus A320-232(WL)","C12Y120","13. Dec 2012","null","5.3 Years"
"1519893686-4356","https://www.planespotters.net/airline/Qatar-Airways?p=1","A7-CJB","Airbus A319-133(LR)","C8Y102","17. Dec 2004","null","13.3 Years"
"1519893677-4244","https://www.planespotters.net/airline/Qatar-Airways?p=4","A7-BEJ","Boeing 777-3DZ(ER)","C42Y316","10. Jun 2016","null","1.8 Years"
"1519893683-4318","https://www.planespotters.net/airline/Qatar-Airways?p=2","A7-AFI","Airbus A330-243F","Cargo","21. Dec 2015","null","2.2 Years"
"1519893680-4270","https://www.planespotters.net/airline/Qatar-Airways?p=3","A7-ALY","Airbus A350-941","C36Y247","29. Dec 2017","null","0.3 Years"
"1519893677-4226","https://www.planespotters.net/airline/Qatar-Airways?p=4","A7-BAQ","Boeing 777-3DZ(ER)","C42Y316","22. Dec 2010","null","7.2 Years"
"1519893680-4282","https://www.planespotters.net/airline/Qatar-Airways?p=3","A7-APF","Airbus A380-861","F8C48Y461","09. Oct 2015","null","2.9 Years"
"1519893686-4373","https://www.planespotters.net/airline/Qatar-Airways?p=1","A7-AHG","Airbus A320-232","C12Y132","10. Mar 2011","null","7.0 Years"
"1519893680-4280","https://www.planespotters.net/airline/Qatar-Airways?p=3","A7-APD","Airbus A380-861","F8C48Y461","23. Dec 2014","null","3.8 Years"
"1519893674-4191","https://www.planespotters.net/airline/Qatar-Airways?p=5","A7-BCQ","Boeing 787-8 Dreamliner","C22Y232","27. Oct 2014","null","3.4 Years"
"1519893683-4332","https://www.planespotters.net/airline/Qatar-Airways?p=2","A7-AEJ","Airbus A330-302","C30Y275","22. Mar 2007","null","11.0 Years"
"1519893680-4274","https://www.planespotters.net/airline/Qatar-Airways?p=3","A7-AME","Airbus A350-941","","(On Order)","null",""
