web-scraper-order,web-scraper-start-url,Reg,Aircraft Type,Config,Delivered,Fleet Number,Age
"1519892594-2461","https://www.planespotters.net/airline/Delta-Air-Lines?p=13","N192DN","Boeing 767-332(ER)(WL)","C26W29Y171","26. Jun 1997","192","20.7 Years"
"1519892594-2468","https://www.planespotters.net/airline/Delta-Air-Lines?p=13","N199DN","Boeing 767-332(ER)(WL)","C26W29Y171","02. Mar 1998","199","20.0 Years"
"1519892589-2366","https://www.planespotters.net/airline/Delta-Air-Lines?p=15","N961DL","McDonnell Douglas MD-88","C16W15Y118","31. May 1990","961","27.9 Years"
"1519892584-2237","https://www.planespotters.net/airline/Delta-Air-Lines?p=17","N929DN","McDonnell Douglas MD-90-30","C16W15Y129","21. Dec 2010","9229","21.5 Years"
"1519892607-2746","https://www.planespotters.net/airline/Delta-Air-Lines?p=8","N827DN","Boeing 737-932(ER)(WL)","C20W21Y139","05. Sep 2014","3827","3.5 Years"
"1519892607-2745","https://www.planespotters.net/airline/Delta-Air-Lines?p=8","N826DN","Boeing 737-932(ER)(WL)","C20W21Y139","14. Aug 2014","3826","3.6 Years"
"1519892614-2874","https://www.planespotters.net/airline/Delta-Air-Lines?p=5","N919AT","Boeing 717-231","C12W15Y83","10. Jun 2014","9579","17.0 Years"
"1519892602-2598","https://www.planespotters.net/airline/Delta-Air-Lines?p=10","N891DN","Boeing 737-932(ER)(WL)","C20W21Y139","23. Feb 2018","3891","0.1 Years"
"1519892604-2684","https://www.planespotters.net/airline/Delta-Air-Lines?p=9","N871DN","Boeing 737-932(ER)(WL)","C20W21Y139","26. Jan 2017","3871","1.1 Years"
"1519892604-2661","https://www.planespotters.net/airline/Delta-Air-Lines?p=9","N848DN","Boeing 737-932(ER)(WL)","C20W21Y139","19. Nov 2015","3848","2.3 Years"
"1519892612-2802","https://www.planespotters.net/airline/Delta-Air-Lines?p=6","N955AT","Boeing 717-2BD","C12W15Y83","20. Mar 2014","9514","17.5 Years"
"1519892589-2363","https://www.planespotters.net/airline/Delta-Air-Lines?p=15","N958DL","McDonnell Douglas MD-88","C16W15Y118","03. May 1990","958","27.9 Years"
"1519892584-2236","https://www.planespotters.net/airline/Delta-Air-Lines?p=17","N928DN","McDonnell Douglas MD-90-30","C16W15Y129","07. Jun 2010","9228","19.0 Years"
"1519892594-2442","https://www.planespotters.net/airline/Delta-Air-Lines?p=13","N176DN","Boeing 767-332(ER)(WL)","C36W32Y143","15. Dec 1990","176","27.3 Years"
"1519892624-3110","https://www.planespotters.net/airline/Delta-Air-Lines?p=1","N359NB","Airbus A319-114","C12W18Y96","29. Oct 2008","3159","15.1 Years"
"1519892589-2339","https://www.planespotters.net/airline/Delta-Air-Lines?p=15","N933DL","McDonnell Douglas MD-88","C16W15Y118","11. Mar 1989","933","29.1 Years"
